transaction_id,portfolio_id,instrument_id,txn_date,txn_type,quantity,price,fees,amount
1605,12,189,2025-10-08,DIVIDEND,0,0.00,0.00,155945.08
1606,13,521,2025-10-08,SELL,401111,27.66,15191.88,11079538.38
1607,17,368,2025-10-08,BUY,48656,964.54,163963.86,47094622.10
1608,18,92,2025-10-08,BUY,68514,1355.23,232934.58,93085162.80
1609,24,255,2025-10-08,SELL,21038,498.59,18639.98,10470696.44
1610,26,342,2025-10-08,SELL,240812,170.95,156370.06,41010441.34
1611,28,145,2025-10-08,BUY,110730,403.22,154664.22,44803214.82
1612,2,398,2025-10-09,BUY,2324,1973.40,15011.36,4601192.96
1613,3,286,2025-10-09,SELL,52554,793.47,86829.26,41613193.12
1614,7,515,2025-10-09,BUY,393638,77.71,47392.84,30637001.82
1615,16,517,2025-10-09,SELL,5698837,25.55,74240.91,145531044.44
1616,17,226,2025-10-09,SELL,19851,1659.27,115077.63,32823091.14
1617,20,34,2025-10-09,BUY,11300,1554.83,52119.82,17621698.82
1618,22,515,2025-10-09,BUY,568724,77.38,107340.24,44115203.36
1619,24,423,2025-10-09,BUY,9515,757.28,12804.50,7218323.70
1620,28,115,2025-10-09,BUY,1334077,28.11,129904.51,37630808.98
1621,28,417,2025-10-09,DIVIDEND,0,0.00,0.00,336149.61
1622,2,414,2025-10-10,DIVIDEND,0,0.00,0.00,309190.50
1623,3,56,2025-10-10,BUY,339044,464.35,327816.88,157762898.28
1624,4,30,2025-10-10,SELL,29218,1063.73,88057.58,30992005.56
1625,7,23,2025-10-10,SELL,22182,2025.38,69605.90,44857373.26
1626,8,414,2025-10-10,DIVIDEND,0,0.00,0.00,56282.27
1627,9,315,2025-10-10,BUY,324274,101.61,27214.94,32976696.08
1628,10,60,2025-10-10,BUY,14188,2344.38,108949.81,33371013.25
1629,12,414,2025-10-10,DIVIDEND,0,0.00,0.00,206762.10
1630,17,368,2025-10-10,BUY,48238,958.99,161619.91,46421379.53
1631,19,517,2025-10-10,BUY,2297846,25.69,145165.69,59176829.43
1632,20,411,2025-10-10,BUY,6684,2941.36,58321.16,19718371.40
1633,2,515,2025-10-13,BUY,238835,76.74,59991.33,18388189.23
1634,4,484,2025-10-13,DIVIDEND,0,0.00,0.00,113124.08
1635,7,520,2025-10-13,BUY,2114916,25.17,82473.64,53314909.36
1636,15,484,2025-10-13,DIVIDEND,0,0.00,0.00,875763.72
1637,25,484,2025-10-13,DIVIDEND,0,0.00,0.00,1293418.20
1638,28,306,2025-10-13,BUY,22984,1195.83,95208.90,27580165.62
1639,1,241,2025-10-14,SELL,9627,3629.84,44735.22,34899734.46
1640,2,28,2025-10-14,SELL,37587,1610.90,198186.92,60350711.38
1641,3,56,2025-10-14,SELL,171813,473.57,169422.08,81196060.33
1642,9,222,2025-10-14,BUY,21977,1000.91,18168.63,22015167.70
1643,10,521,2025-10-14,BUY,630061,27.43,56609.03,17339182.26
1644,16,522,2025-10-14,BUY,31087887,13.11,207806.93,407770005.50
1645,17,226,2025-10-14,SELL,100960,1622.65,572355.25,163250388.75
1646,20,383,2025-10-14,SELL,85735,1032.75,262660.59,88280160.66
1647,24,172,2025-10-14,SELL,3109,2845.28,15719.66,8830255.86
1648,28,184,2025-10-14,BUY,335017,181.58,210725.62,61043112.48
1649,3,186,2025-10-15,BUY,79884,452.48,75264.29,36221176.61
1650,4,287,2025-10-15,BUY,7608,771.40,16627.81,5885439.01
1651,19,519,2025-10-15,SELL,2584014,12.30,78158.99,31705213.21
1652,3,186,2025-10-16,BUY,86864,469.72,84958.86,40886716.94
1653,14,398,2025-10-16,BUY,2835,1936.71,4259.16,5494832.01
1654,16,87,2025-10-16,BUY,14769,2437.64,18356.37,36019861.53
1655,17,251,2025-10-16,SELL,44964,1196.18,187911.32,53597126.20
1656,18,326,2025-10-16,BUY,677199,334.87,568897.71,227342526.84
1657,21,516,2025-10-16,BUY,3957,1045.83,20395.76,4158745.07
1658,24,253,2025-10-16,BUY,56381,753.45,75489.15,42555753.60
1659,28,422,2025-10-16,BUY,1371853,51.97,246969.19,71542169.60
1660,1,520,2025-10-17,SELL,808723,25.64,26545.38,20709112.34
1661,3,48,2025-10-17,SELL,300419,690.63,432018.79,207046355.18
1662,5,178,2025-10-17,BUY,20988,2962.66,295879.57,62476187.65
1663,6,518,2025-10-17,SELL,177541,11.76,4030.40,2083851.76
1664,7,513,2025-10-17,BUY,334635,115.62,59943.64,38750442.34
1665,9,313,2025-10-17,BUY,58886,1307.89,63612.45,77080022.99
1666,13,468,2025-10-17,SELL,5950,1085.59,8844.59,6450415.91
1667,14,522,2025-10-17,BUY,1690417,12.99,17033.70,21975550.53
1668,17,485,2025-10-17,BUY,72827,743.32,189129.69,54322895.33
1669,20,9,2025-10-17,SELL,27643,2831.71,232207.11,78044752.42
1670,24,423,2025-10-17,SELL,29811,745.78,39507.96,22192939.62
1671,27,325,2025-10-17,SELL,42405,242.10,9429.49,10256821.01
1672,28,78,2025-10-17,BUY,70607,828.19,202563.05,58678574.38
1673,3,56,2025-10-20,BUY,40355,500.93,42092.45,20257122.60
1674,4,464,2025-10-20,BUY,50785,409.53,58925.87,20856906.92
1675,7,481,2025-10-20,BUY,36137,1182.10,66182.80,42783730.50
1676,8,150,2025-10-20,SELL,4737,764.26,8279.01,3612020.61
1677,9,236,2025-10-20,BUY,98504,232.13,18886.17,22884619.69
1678,14,517,2025-10-20,SELL,2608882,25.85,52314.38,67387285.32
1679,17,485,2025-10-20,BUY,138610,727.18,352150.22,101146570.02
1680,20,463,2025-10-20,SELL,30686,1792.78,163195.75,54850051.33
1681,23,446,2025-10-20,BUY,33445,641.84,51247.04,21517585.84
1682,24,172,2025-10-20,DIVIDEND,0,0.00,0.00,93577.67
1683,24,221,2025-10-20,BUY,12753,422.63,9577.89,5399378.28
1684,28,138,2025-10-20,BUY,93664,559.94,181675.63,52627895.79
1685,28,172,2025-10-20,DIVIDEND,0,0.00,0.00,112067.39
1686,2,383,2025-10-23,BUY,15134,1054.04,52213.11,16004054.47
1687,3,251,2025-10-23,SELL,46335,1167.94,112683.28,54003816.62
1688,4,515,2025-10-23,SELL,164000,76.07,35346.15,12440133.85
1689,5,181,2025-10-23,BUY,149429,775.20,551201.97,116388562.77
1690,7,516,2025-10-23,SELL,52929,1056.06,86600.64,55809599.10
1691,10,341,2025-10-23,BUY,5397,4058.54,71746.31,21975686.69
1692,14,301,2025-10-23,SELL,12325,2383.37,22786.86,29352248.39
1693,15,261,2025-10-23,BUY,46794,1618.86,275665.16,76028600.00
1694,16,138,2025-10-23,BUY,75050,547.24,20940.87,41091302.87
1695,17,368,2025-10-23,BUY,57087,1027.01,204834.62,58833754.49
1696,24,198,2025-10-23,BUY,262835,93.23,43544.79,24547651.84
1697,28,172,2025-10-23,BUY,14789,2841.74,145581.31,42172074.17
1698,1,516,2025-10-24,BUY,14746,1051.43,19848.41,15524235.19
1699,4,399,2025-10-24,BUY,21233,580.19,34903.30,12354077.57
1700,5,385,2025-10-24,SELL,50965,267.38,64842.99,13562178.71
1701,7,4,2025-10-24,SELL,58962,942.70,86116.13,55497361.27
1702,7,116,2025-10-24,DIVIDEND,0,0.00,0.00,2248317.87
1703,8,27,2025-10-24,DIVIDEND,0,0.00,0.00,42785.24
1704,8,480,2025-10-24,BUY,214,5830.48,2853.33,1250576.05
1705,11,301,2025-10-24,BUY,1123,2378.18,8657.02,2679353.16
1706,12,86,2025-10-24,BUY,1815,1386.68,11809.93,2528634.13
1707,13,317,2025-10-24,SELL,32480,350.49,15587.86,11368327.34
1708,17,368,2025-10-24,SELL,136707,1025.16,489636.61,139656911.51
1709,18,520,2025-10-24,BUY,1829280,26.05,119544.49,47772288.49
1710,20,116,2025-10-24,DIVIDEND,0,0.00,0.00,886206.30
1711,23,446,2025-10-24,BUY,16887,649.29,26175.92,10990736.15
1712,24,221,2025-10-24,SELL,15656,410.87,11430.96,6421149.76
1713,26,451,2025-10-24,SELL,286878,296.45,323039.08,84721944.02
1714,28,21,2025-10-24,BUY,109657,234.51,89080.00,25804743.07
1715,3,425,2025-10-27,SELL,227776,1663.02,788742.48,378007301.04
1716,7,369,2025-10-27,BUY,2761,6626.82,28347.21,18324997.23
1717,13,521,2025-10-27,BUY,103846,28.25,4017.01,2937666.51
1718,17,368,2025-10-27,SELL,154449,1018.38,549523.71,156738248.91
1719,18,277,2025-10-27,BUY,15777,2235.09,88462.88,35351477.81
1720,24,110,2025-10-27,SELL,392574,52.42,36569.23,20542159.85
1721,25,128,2025-10-27,BUY,21588,2580.42,78494.80,55784601.76
1722,26,451,2025-10-27,SELL,180436,290.73,199259.67,52258898.61
1723,28,417,2025-10-27,BUY,22130,337.61,25880.89,7497190.19
1724,2,324,2025-10-28,SELL,34309,825.76,92732.22,28238267.62
1725,3,180,2025-10-28,BUY,252066,178.99,93944.82,45211238.16
1726,7,522,2025-10-28,SELL,1229740,12.94,24653.94,15888181.66
1727,9,4,2025-10-28,BUY,102266,972.66,82158.25,99552205.81
1728,11,287,2025-10-28,BUY,5815,750.76,14151.25,4379820.65
1729,18,136,2025-10-28,BUY,1891,12419.86,58918.25,23544873.51
1730,24,423,2025-10-28,BUY,13009,756.79,17495.11,9862576.22
1731,1,301,2025-10-29,SELL,4503,2325.51,13405.76,10458365.77
1732,2,324,2025-10-29,BUY,9472,864.82,26812.43,8218387.47
1733,3,388,2025-10-29,BUY,206372,690.44,296692.46,142784176.14
1734,4,517,2025-10-29,SELL,591150,25.51,42726.08,15037510.42
1735,7,515,2025-10-29,BUY,465466,77.62,55975.81,36185446.73
1736,11,60,2025-10-29,SELL,2640,2366.59,20252.14,6227545.46
1737,15,43,2025-10-29,BUY,18279,1986.09,132109.42,36435848.53
1738,17,413,2025-10-29,SELL,44118,1126.97,173707.93,49545954.53
1739,18,512,2025-10-29,BUY,807877,77.33,156723.78,62629852.19
1740,20,362,2025-10-29,BUY,10849,907.23,29197.70,9871735.97
1741,24,446,2025-10-29,BUY,104073,638.09,118009.60,66525950.17
1742,27,245,2025-10-29,BUY,3444,993.81,3143.71,3425825.35
1743,28,107,2025-10-29,BUY,56193,230.28,44825.06,12984949.10
1744,3,180,2025-10-30,BUY,699217,194.58,283295.70,136336939.56
1745,4,371,2025-10-30,DIVIDEND,0,0.00,0.00,481504.43
1746,8,61,2025-10-30,SELL,4754,499.77,5433.30,2370473.28
1747,12,371,2025-10-30,DIVIDEND,0,0.00,0.00,182648.08
1748,12,375,2025-10-30,DIVIDEND,0,0.00,0.00,246718.55
1749,16,227,2025-10-30,BUY,112883,325.29,18722.57,36738433.64
1750,17,169,2025-10-30,BUY,330816,273.61,316235.01,90830800.77
1751,19,517,2025-10-30,SELL,3565857,25.53,223868.87,90812460.34
1752,21,517,2025-10-30,BUY,63935,25.92,8167.45,1665362.65
1753,23,519,2025-10-30,BUY,519513,12.52,15527.86,6519830.62
1754,27,318,2025-10-30,SELL,11767,1042.75,11269.95,12258769.30
1755,28,115,2025-10-30,BUY,491663,24.93,42459.25,12299617.84
1756,3,354,2025-10-31,BUY,145971,787.90,239479.03,115250029.93
1757,4,517,2025-10-31,SELL,128589,25.53,9301.21,3273575.96
1758,16,391,2025-10-31,BUY,67115,582.61,19937.18,39121807.33
1759,17,21,2025-10-31,BUY,267034,236.38,220530.55,63342027.47
1760,28,103,2025-10-31,SELL,39724,438.81,60382.62,17370905.82
1761,1,520,2025-11-03,BUY,1309651,26.23,43976.94,34396122.67
1762,3,148,2025-11-03,BUY,802180,515.00,860218.66,413982918.66
1763,4,499,2025-11-03,BUY,26426,333.04,24935.19,8825850.23
1764,10,199,2025-11-03,BUY,24313,442.18,35213.97,10785936.31
1765,18,520,2025-11-03,BUY,2845375,25.88,184733.40,73823038.40
1766,19,449,2025-11-03,BUY,74698,541.55,99477.88,40552179.78
1767,24,329,2025-11-03,SELL,45438,1029.07,83092.43,46675790.23
1768,25,520,2025-11-03,SELL,4718853,26.20,174211.09,123459737.51
1769,28,184,2025-11-03,BUY,65979,176.94,40440.29,11714764.55
1770,2,518,2025-11-04,SELL,264651,11.95,10351.66,3152227.79
1771,3,56,2025-11-04,BUY,54683,470.07,53523.52,25758361.33
1772,4,484,2025-11-04,SELL,1379,4722.42,18450.74,6493766.44
1773,6,321,2025-11-04,BUY,1716,224.03,742.10,385177.58
1774,7,51,2025-11-04,DIVIDEND,0,0.00,0.00,2256522.47
1775,7,512,2025-11-04,BUY,265976,78.88,32504.85,21012691.73
1776,8,480,2025-11-04,DIVIDEND,0,0.00,0.00,191601.80
1777,9,1,2025-11-04,BUY,139753,302.32,34896.90,42285023.86
1778,10,480,2025-11-04,DIVIDEND,0,0.00,0.00,1096149.58
1779,10,520,2025-11-04,SELL,3810004,26.06,325219.92,98963484.32
1780,16,480,2025-11-04,DIVIDEND,0,0.00,0.00,1991878.22
1781,17,78,2025-11-04,BUY,68398,834.15,199332.92,57253524.62
1782,21,518,2025-11-04,BUY,680003,11.91,39914.93,8138750.66
1783,22,509,2025-11-04,BUY,397083,124.66,120737.09,49621103.87
1784,23,480,2025-11-04,DIVIDEND,0,0.00,0.00,5458739.06
1785,24,110,2025-11-04,SELL,305787,51.46,27963.15,15707835.87
1786,28,51,2025-11-04,DIVIDEND,0,0.00,0.00,410080.55
1787,28,426,2025-11-04,BUY,41161,254.34,36264.61,10505153.35
1788,2,62,2025-11-06,SELL,40089,527.79,69255.64,21089317.67
1789,3,286,2025-11-06,SELL,74460,888.84,137808.63,66045217.77
1790,9,330,2025-11-06,BUY,27024,599.63,13384.18,16217785.30
1791,11,103,2025-11-06,DIVIDEND,0,0.00,0.00,87304.79
1792,12,375,2025-11-06,BUY,3744,1583.31,27816.09,5955728.73
1793,14,103,2025-11-06,DIVIDEND,0,0.00,0.00,1265978.37
1794,14,411,2025-11-06,BUY,9063,2919.77,20527.06,26482402.57
1795,18,8,2025-11-06,SELL,4403,8806.48,97273.08,38677658.36
1796,23,103,2025-11-06,DIVIDEND,0,0.00,0.00,2966504.00
1797,24,423,2025-11-06,BUY,19957,736.74,26128.04,14729248.22
1798,26,45,2025-11-06,SELL,260284,547.44,541240.60,141948632.36
1799,27,325,2025-11-06,BUY,28156,233.90,6048.91,6591737.31
1800,28,103,2025-11-06,DIVIDEND,0,0.00,0.00,605714.51
1801,2,28,2025-11-07,BUY,29553,1696.07,164064.30,50288021.01
1802,3,138,2025-11-07,BUY,179444,527.85,197228.32,94916743.72
1803,5,385,2025-11-07,BUY,93772,265.92,118655.07,25054505.31
1804,12,295,2025-11-07,BUY,8130,546.12,20834.01,4460789.61
1805,15,261,2025-11-07,DIVIDEND,0,0.00,0.00,2185589.12
1806,16,517,2025-11-07,BUY,5542674,25.91,73223.90,143683907.24
1807,17,368,2025-11-07,SELL,78067,1055.64,287921.97,82122725.91
1808,23,517,2025-11-07,SELL,1820043,25.86,112362.38,46953949.60
1809,24,172,2025-11-07,SELL,3683,3001.50,19644.34,11034880.16
1810,28,393,2025-11-07,SELL,10536,1516.62,55352.22,15923756.10
1811,2,513,2025-11-10,BUY,189938,125.70,78147.64,23953354.24
1812,6,90,2025-11-10,DIVIDEND,0,0.00,0.00,56375.52
1813,6,519,2025-11-10,BUY,135169,12.59,3285.07,1705062.78
1814,7,8,2025-11-10,BUY,7379,8738.27,99899.15,64579593.48
1815,15,484,2025-11-10,BUY,4398,4811.41,77003.42,21237584.60
1816,17,120,2025-11-10,BUY,50223,756.62,132761.44,38132487.70
1817,23,90,2025-11-10,DIVIDEND,0,0.00,0.00,1050519.27
1818,28,422,2025-11-10,BUY,224255,51.45,39967.78,11577887.53
1819,28,443,2025-11-10,DIVIDEND,0,0.00,0.00,513027.08
1820,29,521,2025-11-10,BUY,2620084,27.91,140945.09,73267489.53
1821,4,30,2025-11-11,SELL,26025,1093.81,80652.43,28385752.82
1822,5,165,2025-11-11,DIVIDEND,0,0.00,0.00,3499547.39
1823,9,240,2025-11-11,DIVIDEND,0,0.00,0.00,1080941.48
1824,16,165,2025-11-11,DIVIDEND,0,0.00,0.00,1085627.35
1825,16,207,2025-11-11,SELL,3805,4999.07,9698.62,19011762.73
1826,18,519,2025-11-11,SELL,2524832,12.47,78984.26,31405670.78
1827,22,522,2025-11-11,SELL,1764659,13.18,56729.44,23201476.18
1828,28,295,2025-11-11,BUY,7651,535.12,14182.47,4108385.59
1829,29,220,2025-11-11,BUY,75293,307.57,44634.79,23202502.80
1830,30,273,2025-11-11,BUY,112227,656.27,155480.90,73806694.19
1831,2,324,2025-11-12,BUY,16763,806.32,44241.31,13560583.47
1832,3,388,2025-11-12,BUY,41621,712.30,61731.28,29708369.58
1833,5,17,2025-11-12,BUY,28059,788.30,105250.90,22224160.60
1834,7,519,2025-11-12,BUY,1324700,12.43,25511.00,16491532.00
1835,10,199,2025-11-12,DIVIDEND,0,0.00,0.00,1019620.26
1836,10,516,2025-11-12,BUY,15951,1051.50,54938.21,16827414.71
1837,11,199,2025-11-12,DIVIDEND,0,0.00,0.00,223731.58
1838,15,324,2025-11-12,BUY,45830,794.26,132463.12,36533398.92
1839,17,102,2025-11-12,BUY,34125,1022.76,121937.66,35023622.66
1840,28,78,2025-11-12,BUY,20307,853.89,60066.20,17400010.43
1841,29,517,2025-11-12,BUY,3842413,25.72,190480.23,99017342.59
1842,30,413,2025-11-12,BUY,47463,1153.95,115621.69,54885550.54
1843,2,414,2025-11-13,BUY,3077,8851.57,89149.02,27325429.91
1844,3,48,2025-11-13,BUY,261302,767.73,417715.94,201027100.40
1845,7,520,2025-11-13,SELL,4873066,26.22,197958.34,127573832.18
1846,11,199,2025-11-13,SELL,29294,475.22,45125.01,13875969.67
1847,16,68,2025-11-13,SELL,25964,947.64,12545.30,24591979.66
1848,17,251,2025-11-13,BUY,62551,1182.76,258477.27,74241298.03
1849,20,463,2025-11-13,SELL,12680,1839.24,69182.97,23252380.23
1850,24,255,2025-11-13,BUY,11377,500.32,10115.16,5702255.80
1851,30,51,2025-11-13,BUY,48356,2496.48,254844.70,120974631.58
1852,2,28,2025-11-14,DIVIDEND,0,0.00,0.00,505216.11
1853,4,421,2025-11-14,SELL,124932,189.41,67044.24,23596325.88
1854,5,178,2025-11-14,SELL,54091,3001.30,772496.51,161570821.79
1855,8,28,2025-11-14,DIVIDEND,0,0.00,0.00,86399.43
1856,8,366,2025-11-14,DIVIDEND,0,0.00,0.00,61454.16
1857,9,366,2025-11-14,DIVIDEND,0,0.00,0.00,1026407.89
1858,11,60,2025-11-14,SELL,6843,2322.20,51509.82,15839304.78
1859,13,362,2025-11-14,SELL,22924,913.40,28671.22,20910110.38
1860,15,366,2025-11-14,DIVIDEND,0,0.00,0.00,644208.93
1861,17,78,2025-11-14,BUY,65987,853.00,196652.24,56483563.24
1862,24,41,2025-11-14,SELL,151747,1013.49,273298.28,153520768.75
1863,25,518,2025-11-14,SELL,9916222,12.00,167673.93,118826990.07
1864,27,325,2025-11-14,SELL,31088,252.59,7212.49,7845305.43
1865,30,234,2025-11-14,BUY,37033,1426.15,111493.94,52926106.89
1866,1,423,2025-11-17,BUY,16467,733.82,15469.46,12099283.40
1867,3,48,2025-11-17,SELL,103629,722.90,155987.33,74757416.77
1868,7,381,2025-11-17,DIVIDEND,0,0.00,0.00,1044086.11
1869,10,68,2025-11-17,BUY,13701,955.75,42891.76,13137622.51
1870,14,517,2025-11-17,BUY,891484,25.73,17793.42,22955676.74
1871,17,78,2025-11-17,SELL,474426,868.48,1439526.88,410589965.60
1872,18,38,2025-11-17,SELL,150010,336.84,126760.96,50402607.44
1873,24,172,2025-11-17,BUY,2230,2903.71,11506.82,6486780.12
1874,26,406,2025-11-17,SELL,47956,2013.13,366708.64,96174953.64
1875,27,10,2025-11-17,SELL,6605,888.46,5389.98,5862888.32
1876,28,289,2025-11-17,BUY,4687,1215.19,19729.75,5715325.28
1877,29,518,2025-11-17,BUY,6392459,12.05,148466.99,77177597.94
1878,2,398,2025-11-18,DIVIDEND,0,0.00,0.00,1022439.91
1879,2,513,2025-11-18,BUY,87098,126.24,35989.34,11031240.86
1880,4,166,2025-11-18,BUY,104167,253.81,74907.23,26513533.50
1881,6,398,2025-11-18,DIVIDEND,0,0.00,0.00,84439.08
1882,7,23,2025-11-18,BUY,10869,2008.53,33822.58,21864535.15
1883,12,397,2025-11-18,DIVIDEND,0,0.00,0.00,307429.12
1884,14,398,2025-11-18,DIVIDEND,0,0.00,0.00,546092.50
1885,15,397,2025-11-18,DIVIDEND,0,0.00,0.00,839811.83
1886,16,418,2025-11-18,BUY,61659,804.81,25302.07,49649081.86
1887,17,368,2025-11-18,BUY,53853,991.90,186624.76,53603415.46
1888,18,521,2025-11-18,BUY,1121183,27.78,78135.86,31224599.60
1889,19,397,2025-11-18,DIVIDEND,0,0.00,0.00,1377195.25
1890,20,220,2025-11-18,SELL,116919,302.71,104991.33,35287559.16
1891,24,41,2025-11-18,BUY,108811,1050.31,203089.57,114488370.98
1892,27,318,2025-11-18,SELL,13413,991.02,12209.12,13280342.14
1893,28,289,2025-11-18,SELL,7253,1192.83,29969.45,8621626.54
1894,29,522,2025-11-18,BUY,5065548,13.10,127900.62,66486579.42
1895,30,370,2025-11-18,BUY,105803,395.23,88276.49,41904796.18
1896,1,439,2025-11-19,SELL,13923,1637.02,29178.16,22763051.30
1897,2,414,2025-11-19,BUY,1692,8552.16,47363.62,14517618.34
1898,3,425,2025-11-19,BUY,128188,1607.35,429029.96,206472011.76
1899,4,515,2025-11-19,BUY,189395,79.36,42584.84,15072972.04
1900,5,446,2025-11-19,DIVIDEND,0,0.00,0.00,2349730.58
1901,6,446,2025-11-19,DIVIDEND,0,0.00,0.00,26069.70
1902,14,411,2025-11-19,BUY,5597,2911.46,12640.73,16308082.35
1903,14,446,2025-11-19,DIVIDEND,0,0.00,0.00,1411260.47
1904,15,473,2025-11-19,SELL,68231,793.03,196903.65,53912326.28
1905,17,251,2025-11-19,SELL,72111,1172.67,295439.67,84266966.70
1906,23,446,2025-11-19,DIVIDEND,0,0.00,0.00,1480891.54
1907,24,446,2025-11-19,BUY,29967,674.71,35930.04,20254964.61
1908,24,446,2025-11-19,DIVIDEND,0,0.00,0.00,1046222.26
1909,28,115,2025-11-19,SELL,544362,22.96,43295.44,12455256.08
1910,30,101,2025-11-19,BUY,93537,539.71,106571.49,50589425.76
1911,3,48,2025-11-20,SELL,82221,769.40,131723.95,63129113.45
1912,11,520,2025-11-20,BUY,360123,26.14,30514.08,9444129.30
1913,21,295,2025-11-20,BUY,7278,542.35,19453.80,3966677.10
1914,22,504,2025-11-20,BUY,1798515,26.43,115942.73,47650694.18
1915,24,423,2025-11-20,SELL,37923,747.38,50366.47,28292525.27
1916,26,131,2025-11-20,BUY,184167,210.72,147408.98,38955079.22
1917,29,384,2025-11-20,BUY,63999,626.60,77292.70,40179066.10
1918,30,352,2025-11-20,BUY,29539,2783.23,173556.96,82387387.93
1919,2,324,2025-11-21,BUY,13548,808.98,35874.16,10995935.20
1920,3,286,2025-11-21,BUY,158825,961.41,317948.88,153013892.13
1921,11,519,2025-11-21,BUY,619980,12.61,25341.75,7843289.55
1922,15,413,2025-11-21,BUY,26169,1077.09,102570.28,28288938.49
1923,24,412,2025-11-21,BUY,40025,444.83,31639.00,17835959.75
1924,28,184,2025-11-21,SELL,216157,192.31,143997.07,41425155.60
1925,30,373,2025-11-21,BUY,227539,294.19,141312.60,67081011.01
1926,3,148,2025-11-24,SELL,132282,429.76,118374.06,56731138.26
1927,5,17,2025-11-24,BUY,41652,757.63,150160.30,31706965.06
1928,7,463,2025-11-24,BUY,12615,1834.07,35846.11,23172639.16
1929,8,86,2025-11-24,DIVIDEND,0,0.00,0.00,79903.05
1930,10,276,2025-11-24,SELL,13533,4677.60,207345.42,63094615.38
1931,12,86,2025-11-24,DIVIDEND,0,0.00,0.00,139661.60
1932,13,317,2025-11-24,DIVIDEND,0,0.00,0.00,352341.51
1933,13,522,2025-11-24,BUY,1400842,13.16,25242.94,18460323.66
1934,17,78,2025-11-24,BUY,316594,827.52,915319.37,262903186.25
1935,18,277,2025-11-24,SELL,31014,1981.16,154141.28,61289554.96
1936,18,317,2025-11-24,DIVIDEND,0,0.00,0.00,565436.95
1937,20,317,2025-11-24,DIVIDEND,0,0.00,0.00,1061700.08
1938,23,317,2025-11-24,DIVIDEND,0,0.00,0.00,2744077.69
1939,24,110,2025-11-24,SELL,221584,51.37,20227.64,11362542.44
1940,24,221,2025-11-24,DIVIDEND,0,0.00,0.00,261973.00
1941,28,417,2025-11-24,DIVIDEND,0,0.00,0.00,440337.13
1942,30,221,2025-11-24,DIVIDEND,0,0.00,0.00,726136.20
1943,30,470,2025-11-24,BUY,106493,389.82,87635.96,41600737.22
1944,1,241,2025-11-25,SELL,11269,3531.53,50947.10,39745864.47
1945,6,519,2025-11-25,BUY,173207,12.55,4196.15,2177944.00
1946,7,51,2025-11-25,BUY,10133,2455.39,38547.60,24919014.47
1947,7,337,2025-11-25,DIVIDEND,0,0.00,0.00,790598.70
1948,8,480,2025-11-25,DIVIDEND,0,0.00,0.00,183190.04
1949,10,480,2025-11-25,DIVIDEND,0,0.00,0.00,1048026.12
1950,12,295,2025-11-25,BUY,8721,520.12,21284.53,4557251.05
1951,16,480,2025-11-25,DIVIDEND,0,0.00,0.00,1904430.24
1952,17,102,2025-11-25,SELL,58836,1001.97,205963.06,58745943.86
1953,19,140,2025-11-25,SELL,21059,1496.31,77488.69,31433303.60
1954,23,480,2025-11-25,DIVIDEND,0,0.00,0.00,5219088.01
1955,24,255,2025-11-25,SELL,33126,463.48,27283.33,15325955.15
1956,26,474,2025-11-25,BUY,18551,3420.27,241009.46,63690438.23
1957,27,448,2025-11-25,BUY,24389,308.00,6899.55,7518711.55
1958,28,107,2025-11-25,BUY,38479,206.66,27546.26,7979616.40
1959,29,519,2025-11-25,BUY,11359263,12.48,273237.09,142036839.33
1960,30,221,2025-11-25,BUY,217697,412.16,189415.46,89915410.98
1961,30,480,2025-11-25,DIVIDEND,0,0.00,0.00,639859.31
1962,1,160,2025-11-26,BUY,2839,1874.27,6811.91,5327864.44
1963,4,505,2025-11-26,BUY,48534,306.22,42107.99,14904189.47
1964,6,37,2025-11-26,SELL,2647,585.59,2992.19,1547064.54
1965,11,518,2025-11-26,SELL,2219288,12.13,87260.63,26832702.81
1966,15,344,2025-11-26,SELL,83236,1468.48,444796.81,121785604.47
1967,16,227,2025-11-26,BUY,166802,345.45,29380.05,57651130.95
1968,18,38,2025-11-26,BUY,36727,319.44,29431.77,11761504.65
1969,23,468,2025-11-26,BUY,7540,1042.51,18765.60,7879291.00
1970,25,516,2025-11-26,SELL,254253,1062.72,380735.18,269819012.98
1971,28,422,2025-11-26,BUY,154299,53.53,28611.65,8288237.12
1972,29,26,2025-11-26,BUY,53815,663.47,68817.60,35773455.65
1973,30,480,2025-11-26,BUY,8575,5270.99,95416.50,45294155.75
1974,31,245,2025-11-26,BUY,76807,894.97,73277.49,68813238.28
1975,2,28,2025-11-27,BUY,5874,1535.17,29516.11,9047104.69
1976,3,56,2025-11-27,BUY,46547,459.51,44536.54,21433348.51
1977,5,165,2025-11-27,SELL,189626,761.50,687115.74,143713083.26
1978,7,41,2025-11-27,BUY,9193,1013.88,14440.51,9335039.35
1979,8,447,2025-11-27,BUY,1014,2110.06,4892.90,2144493.74
1980,11,31,2025-11-27,SELL,15050,1407.69,68673.22,21117061.28
1981,12,397,2025-11-27,BUY,12873,644.12,38908.17,8330664.93
1982,16,520,2025-11-27,BUY,3375329,26.06,44849.40,88005923.14
1983,23,516,2025-11-27,SELL,74400,1065.72,189289.63,79100278.37
1984,24,110,2025-11-27,BUY,314740,52.05,29111.86,16411328.86
1985,27,492,2025-11-27,BUY,2663,588.91,1440.44,1569707.77
