holding_id,portfolio_id,instrument_id,as_of_date,quantity,avg_cost,market_value,weight
8011,7,90,2026-06-19,1101.0,483.879097,604548.09,0.069445
8012,7,98,2026-06-19,822.0,423.195109,336699.42,0.038677
8013,7,2,2026-06-25,705.0,732.293191,539607.0,0.0614
8014,7,8,2026-06-25,2327.0,635.684963,1783133.56,0.202896
8015,7,22,2026-06-25,5164.0,122.383825,599178.92,0.068178
8016,7,23,2026-06-25,184.0,1613.637446,249919.84,0.028437
8017,7,25,2026-06-25,348.0,2008.669253,753124.2,0.085695
8018,7,28,2026-06-25,362.0,1386.777966,512823.68,0.058352
8019,7,32,2026-06-25,656.0,831.770237,550390.56,0.062627
8020,7,36,2026-06-25,1062.0,568.86725,591746.4,0.067333
8021,7,38,2026-06-25,1893.0,154.731949,320825.64,0.036506
8022,7,41,2026-06-25,233.0,3050.175051,850715.62,0.0968
8023,7,56,2026-06-25,225.0,2347.0156,398187.0,0.045308
8024,7,84,2026-06-25,1209.0,168.977203,221573.43,0.025212
8025,7,89,2026-06-25,1351.0,411.616758,475916.77,0.054153
8026,7,90,2026-06-25,1101.0,483.879097,604548.09,0.068789
8027,7,98,2026-06-25,822.0,423.195109,336699.42,0.038312
8028,7,2,2026-07-09,705.0,732.293191,555836.1,0.066967
8029,7,8,2026-07-09,2327.0,635.684963,1584547.38,0.190906
8030,7,22,2026-07-09,5164.0,122.383825,566852.28,0.068294
8031,7,23,2026-07-09,184.0,1613.637446,249919.84,0.03011
8032,7,25,2026-07-09,348.0,2008.669253,753124.2,0.090736
8033,7,28,2026-07-09,362.0,1386.777966,489282.82,0.058949
8034,7,32,2026-07-09,656.0,831.770237,550390.56,0.066311
8035,7,36,2026-07-09,720.0,568.86725,403884.0,0.04866
8036,7,38,2026-07-09,1893.0,154.731949,316528.53,0.038135
8037,7,41,2026-07-09,233.0,3050.175051,811210.47,0.097734
8038,7,56,2026-07-09,225.0,2347.0156,394123.5,0.047484
8039,7,84,2026-07-09,1209.0,168.977203,218901.54,0.026373
8040,7,89,2026-07-09,1351.0,411.616758,516352.2,0.06221
8041,7,90,2026-07-09,1101.0,483.879097,552503.82,0.066565
8042,7,98,2026-07-09,822.0,423.195109,336699.42,0.040565
8043,7,2,2026-07-14,705.0,732.293191,560326.95,0.067716
8044,7,8,2026-07-14,2596.0,637.28332,1690281.56,0.204272
8045,7,22,2026-07-14,5164.0,122.383825,592569.0,0.071613
8046,7,23,2026-07-14,184.0,1613.637446,206863.84,0.025
8047,7,25,2026-07-14,348.0,2008.669253,753124.2,0.091016
8048,7,28,2026-07-14,362.0,1386.777966,489282.82,0.05913
8049,7,32,2026-07-14,656.0,831.770237,479122.72,0.057902
8050,7,36,2026-07-14,720.0,568.86725,403884.0,0.04881
8051,7,38,2026-07-14,1893.0,154.731949,316528.53,0.038253
8052,7,41,2026-07-14,233.0,3050.175051,784462.07,0.094803
8053,7,56,2026-07-14,225.0,2347.0156,390046.5,0.047137
8054,7,84,2026-07-14,1209.0,168.977203,217233.12,0.026253
8055,7,89,2026-07-14,1351.0,411.616758,516352.2,0.062402
8056,7,90,2026-07-14,1101.0,483.879097,552503.82,0.066771
8057,7,98,2026-07-14,822.0,423.195109,322076.04,0.038923
8058,7,2,2026-07-23,705.0,732.293191,561165.9,0.066246
8059,7,8,2026-07-23,2596.0,637.28332,1690281.56,0.19954
8060,7,22,2026-07-23,5164.0,122.383825,621487.4,0.073367
8061,7,23,2026-07-23,184.0,1613.637446,206863.84,0.024421
8062,7,25,2026-07-23,348.0,2008.669253,821440.08,0.096972
8063,7,28,2026-07-23,362.0,1386.777966,463526.52,0.05472
8064,7,32,2026-07-23,656.0,831.770237,503565.28,0.059446
8065,7,36,2026-07-23,720.0,568.86725,410500.8,0.04846
8066,7,38,2026-07-23,1893.0,154.731949,316528.53,0.037367
8067,7,41,2026-07-23,233.0,3050.175051,784462.07,0.092607
8068,7,56,2026-07-23,225.0,2347.0156,405481.5,0.047868
8069,7,84,2026-07-23,1209.0,168.977203,198408.99,0.023422
8070,7,89,2026-07-23,1677.0,402.613023,612608.1,0.072319
8071,7,90,2026-07-23,1101.0,483.879097,552503.82,0.065224
8072,7,98,2026-07-23,822.0,423.195109,322076.04,0.038021
8073,7,2,2026-08-06,705.0,732.293191,548807.25,0.059648
8074,7,8,2026-08-06,2596.0,637.28332,1998296.96,0.217189
8075,7,22,2026-08-06,5164.0,122.383825,649889.4,0.070635
8076,7,23,2026-08-06,184.0,1613.637446,225120.32,0.024468
8077,7,25,2026-08-06,348.0,2008.669253,809677.68,0.088002
8078,7,28,2026-08-06,362.0,1386.777966,463526.52,0.050379
8079,7,32,2026-08-06,1051.0,804.383231,797603.9,0.086689
8080,7,36,2026-08-06,720.0,568.86725,395956.8,0.043035
8081,7,38,2026-08-06,1893.0,154.731949,316471.74,0.034396
8082,7,41,2026-08-06,233.0,3050.175051,830759.17,0.090293
8083,7,56,2026-08-06,225.0,2347.0156,401253.75,0.043611
8084,7,84,2026-08-06,1209.0,168.977203,183066.78,0.019897
8085,7,89,2026-08-06,1677.0,402.613023,567530.34,0.061683
8086,7,90,2026-08-06,1101.0,483.879097,694664.94,0.075501
8087,7,98,2026-08-06,822.0,423.195109,318089.34,0.034572
8088,7,2,2026-08-21,705.0,732.293191,548807.25,0.061309
8089,7,8,2026-08-21,2596.0,637.28332,1836202.72,0.205126
8090,7,22,2026-08-21,5164.0,122.383825,630472.76,0.070432
8091,7,23,2026-08-21,184.0,1613.637446,239571.68,0.026763
8092,7,25,2026-08-21,348.0,2008.669253,817671.24,0.091344
8093,7,28,2026-08-21,362.0,1386.777966,447225.66,0.049961
8094,7,32,2026-08-21,1051.0,804.383231,815649.57,0.091118
8095,7,36,2026-08-21,476.0,568.86725,279973.68,0.031276
8096,7,38,2026-08-21,1893.0,154.731949,317740.05,0.035495
8097,7,41,2026-08-21,233.0,3050.175051,840293.53,0.093871
8098,7,56,2026-08-21,225.0,2347.0156,410782.5,0.045889
8099,7,84,2026-08-21,1209.0,168.977203,183066.78,0.020451
8100,7,89,2026-08-21,1677.0,402.613023,531105.9,0.059331
8101,7,90,2026-08-21,1101.0,483.879097,740455.53,0.082718
8102,7,98,2026-08-21,822.0,423.195109,312549.06,0.034916
8103,7,2,2026-09-01,705.0,732.293191,548807.25,0.059822
8104,7,8,2026-09-01,2596.0,637.28332,1795886.84,0.195759
8105,7,22,2026-09-01,5164.0,122.383825,634190.84,0.069129
8106,7,23,2026-09-01,333.0,1413.992012,388760.85,0.042377
8107,7,25,2026-09-01,348.0,2008.669253,817671.24,0.08913
8108,7,28,2026-09-01,362.0,1386.777966,447225.66,0.048749
8109,7,32,2026-09-01,1051.0,804.383231,815649.57,0.088909
8110,7,36,2026-09-01,476.0,568.86725,279016.92,0.030414
8111,7,38,2026-09-01,1893.0,154.731949,325917.81,0.035526
8112,7,41,2026-09-01,233.0,3050.175051,1018664.35,0.111039
8113,7,56,2026-09-01,225.0,2347.0156,410782.5,0.044777
8114,7,84,2026-09-01,692.0,168.977203,100443.8,0.010949
8115,7,89,2026-09-01,1677.0,402.613023,531105.9,0.057893
8116,7,90,2026-09-01,1101.0,483.879097,740455.53,0.080713
8117,7,98,2026-09-01,822.0,423.195109,319379.88,0.034814
8118,7,2,2026-09-25,705.0,732.293191,494543.4,0.054775
8119,7,8,2026-09-25,2596.0,637.28332,1862500.2,0.206287
8120,7,22,2026-09-25,5164.0,122.383825,561843.2,0.062229
8121,7,23,2026-09-25,333.0,1413.992012,372490.47,0.041256
8122,7,25,2026-09-25,348.0,2008.669253,696435.0,0.077136
8123,7,28,2026-09-25,362.0,1386.777966,519636.52,0.057554
8124,7,32,2026-09-25,1051.0,804.383231,861305.01,0.095397
8125,7,36,2026-09-25,476.0,568.86725,282620.24,0.031303
8126,7,38,2026-09-25,1893.0,154.731949,321810.0,0.035643
8127,7,41,2026-09-25,233.0,3050.175051,1018664.35,0.112825
8128,7,56,2026-09-25,225.0,2347.0156,464766.75,0.051477
8129,7,84,2026-09-25,692.0,168.977203,105329.32,0.011666
8130,7,89,2026-09-25,1677.0,402.613023,550827.42,0.061009
8131,7,90,2026-09-25,1101.0,483.879097,740455.53,0.082012
8132,7,98,2026-09-25,449.0,423.195109,175451.24,0.019433
8133,7,2,2026-09-29,705.0,732.293191,494543.4,0.052342
8134,7,8,2026-09-29,2596.0,637.28332,1862500.2,0.197123
8135,7,22,2026-09-29,5164.0,122.383825,555388.2,0.058781
8136,7,23,2026-09-29,333.0,1413.992012,372490.47,0.039424
8137,7,25,2026-09-29,348.0,2008.669253,730264.08,0.07729
8138,7,28,2026-09-29,362.0,1386.777966,531803.34,0.056285
8139,7,32,2026-09-29,1051.0,804.383231,861305.01,0.091159
8140,7,36,2026-09-29,476.0,568.86725,282620.24,0.029912
8141,7,38,2026-09-29,1893.0,154.731949,321810.0,0.03406
8142,7,41,2026-09-29,233.0,3050.175051,999611.94,0.105797
8143,7,56,2026-09-29,225.0,2347.0156,464766.75,0.04919
8144,7,84,2026-09-29,692.0,168.977203,105329.32,0.011148
8145,7,89,2026-09-29,3112.0,358.20133,953205.6,0.100885
8146,7,90,2026-09-29,1101.0,483.879097,740455.53,0.078368
8147,7,98,2026-09-29,449.0,423.195109,172303.75,0.018236
8148,7,2,2026-10-01,705.0,732.293191,521918.55,0.053701
8149,7,8,2026-10-01,2596.0,637.28332,1862500.2,0.191635
8150,7,22,2026-10-01,5164.0,122.383825,569279.36,0.058574
8151,7,23,2026-10-01,333.0,1413.992012,372490.47,0.038326
8152,7,25,2026-10-01,348.0,2008.669253,730264.08,0.075138
8153,7,28,2026-10-01,491.0,1409.08683,722599.79,0.074349
8154,7,32,2026-10-01,1051.0,804.383231,895777.81,0.092168
8155,7,36,2026-10-01,476.0,568.86725,286685.28,0.029497
8156,7,38,2026-10-01,1893.0,154.731949,321810.0,0.033111
8157,7,41,2026-10-01,233.0,3050.175051,999611.94,0.102851
8158,7,56,2026-10-01,225.0,2347.0156,464766.75,0.04782
8159,7,84,2026-10-01,692.0,168.977203,105329.32,0.010837
8160,7,89,2026-10-01,3112.0,358.20133,953205.6,0.098077
8161,7,90,2026-10-01,1101.0,483.879097,740455.53,0.076186
8162,7,98,2026-10-01,449.0,423.195109,172303.75,0.017729
8163,7,2,2026-10-02,705.0,732.293191,521918.55,0.051724
8164,7,8,2026-10-02,3116.0,651.103819,2243831.6,0.22237
8165,7,22,2026-10-02,5164.0,122.383825,569279.36,0.056417
8166,7,23,2026-10-02,333.0,1413.992012,372490.47,0.036915
8167,7,25,2026-10-02,348.0,2008.669253,730264.08,0.072371
8168,7,28,2026-10-02,491.0,1409.08683,722599.79,0.071612
8169,7,32,2026-10-02,1051.0,804.383231,885961.47,0.087801
8170,7,36,2026-10-02,476.0,568.86725,286685.28,0.028411
8171,7,38,2026-10-02,1893.0,154.731949,321810.0,0.031892
8172,7,41,2026-10-02,233.0,3050.175051,999611.94,0.099065
8173,7,56,2026-10-02,225.0,2347.0156,464766.75,0.04606
8174,7,84,2026-10-02,692.0,168.977203,105329.32,0.010438
8175,7,89,2026-10-02,3112.0,358.20133,953205.6,0.094466
8176,7,90,2026-10-02,1101.0,483.879097,740455.53,0.073381
8177,7,98,2026-10-02,449.0,423.195109,172303.75,0.017076
8178,7,2,2026-10-05,705.0,732.293191,521918.55,0.051329
8179,7,8,2026-10-05,3116.0,651.103819,2243831.6,0.220673
8180,7,22,2026-10-05,5164.0,122.383825,569279.36,0.055987
8181,7,23,2026-10-05,333.0,1413.992012,372490.47,0.036633
8182,7,25,2026-10-05,348.0,2008.669253,730264.08,0.071819
8183,7,28,2026-10-05,491.0,1409.08683,722599.79,0.071065
8184,7,32,2026-10-05,1051.0,804.383231,885961.47,0.087131
8185,7,36,2026-10-05,476.0,568.86725,286685.28,0.028195
8186,7,38,2026-10-05,1893.0,154.731949,321810.0,0.031649
8187,7,41,2026-10-05,233.0,3050.175051,999611.94,0.098308
8188,7,56,2026-10-05,225.0,2347.0156,518076.0,0.050951
8189,7,84,2026-10-05,692.0,168.977203,105329.32,0.010359
8190,7,89,2026-10-05,3112.0,358.20133,977510.32,0.096135
8191,7,90,2026-10-05,1101.0,483.879097,740455.53,0.072821
8192,7,98,2026-10-05,449.0,423.195109,172303.75,0.016945
8193,7,2,2026-10-08,705.0,732.293191,535066.8,0.052813
8194,7,8,2026-10-08,3116.0,651.103819,2243831.6,0.221476
8195,7,22,2026-10-08,5164.0,122.383825,581776.24,0.057424
8196,7,23,2026-10-08,333.0,1413.992012,372490.47,0.036766
8197,7,25,2026-10-08,348.0,2008.669253,730264.08,0.07208
8198,7,28,2026-10-08,491.0,1409.08683,722599.79,0.071324
8199,7,32,2026-10-08,1051.0,804.383231,885961.47,0.087448
8200,7,36,2026-10-08,328.0,568.86725,196895.12,0.019434
8201,7,38,2026-10-08,1893.0,154.731949,321810.0,0.031764
8202,7,41,2026-10-08,233.0,3050.175051,1038688.37,0.102523
8203,7,56,2026-10-08,225.0,2347.0156,518076.0,0.051136
8204,7,84,2026-10-08,692.0,168.977203,105329.32,0.010396
8205,7,89,2026-10-08,3112.0,358.20133,977510.32,0.096485
8206,7,90,2026-10-08,1101.0,483.879097,728663.82,0.071922
8207,7,98,2026-10-08,449.0,423.195109,172303.75,0.017007
8208,7,2,2026-10-14,705.0,732.293191,535066.8,0.051255
8209,7,8,2026-10-14,3116.0,651.103819,2237724.24,0.214355
8210,7,22,2026-10-14,5164.0,122.383825,557453.8,0.053399
8211,7,23,2026-10-14,333.0,1413.992012,372490.47,0.035681
8212,7,25,2026-10-14,348.0,2008.669253,730264.08,0.069953
8213,7,28,2026-10-14,491.0,1409.08683,774532.86,0.074194
8214,7,32,2026-10-14,1051.0,804.383231,885961.47,0.084867
8215,7,36,2026-10-14,759.0,599.004741,472052.46,0.045219
8216,7,38,2026-10-14,1893.0,154.731949,321810.0,0.030827
8217,7,41,2026-10-14,233.0,3050.175051,1038688.37,0.099497
8218,7,56,2026-10-14,225.0,2347.0156,518076.0,0.049627
8219,7,84,2026-10-14,692.0,168.977203,105329.32,0.01009
8220,7,89,2026-10-14,3112.0,358.20133,977510.32,0.093637
8221,7,90,2026-10-14,1101.0,483.879097,746742.24,0.071531
8222,7,98,2026-10-14,449.0,423.195109,165649.57,0.015868
8223,7,2,2026-10-19,705.0,732.293191,535066.8,0.051324
8224,7,8,2026-10-19,3116.0,651.103819,2237724.24,0.214644
8225,7,22,2026-10-19,5164.0,122.383825,545060.2,0.052282
8226,7,23,2026-10-19,333.0,1413.992012,372490.47,0.03573
8227,7,25,2026-10-19,348.0,2008.669253,730264.08,0.070047
8228,7,28,2026-10-19,491.0,1409.08683,820775.24,0.078729
8229,7,32,2026-10-19,1051.0,804.383231,885961.47,0.084982
8230,7,36,2026-10-19,759.0,599.004741,472052.46,0.04528
8231,7,38,2026-10-19,1893.0,154.731949,321810.0,0.030868
8232,7,41,2026-10-19,233.0,3050.175051,1055424.76,0.101237
8233,7,56,2026-10-19,225.0,2347.0156,460217.25,0.044144
8234,7,84,2026-10-19,692.0,168.977203,105329.32,0.010103
8235,7,89,2026-10-19,3112.0,358.20133,1002375.2,0.096148
8236,7,90,2026-10-19,1101.0,483.879097,746742.24,0.071628
8237,7,98,2026-10-19,359.0,423.195109,133996.75,0.012853
8238,7,2,2026-10-29,705.0,732.293191,535066.8,0.05133
8239,7,8,2026-10-29,3116.0,651.103819,2221926.12,0.213154
8240,7,22,2026-10-29,5164.0,122.383825,560139.08,0.053735
8241,7,23,2026-10-29,333.0,1413.992012,372490.47,0.035734
8242,7,25,2026-10-29,348.0,2008.669253,760540.08,0.07296
8243,7,28,2026-10-29,491.0,1409.08683,807906.13,0.077504
8244,7,32,2026-10-29,1051.0,804.383231,885961.47,0.084992
8245,7,36,2026-10-29,759.0,599.004741,472052.46,0.045285
8246,7,38,2026-10-29,1893.0,154.731949,321810.0,0.030872
8247,7,41,2026-10-29,233.0,3050.175051,1088361.64,0.104409
8248,7,56,2026-10-29,225.0,2347.0156,460217.25,0.04415
8249,7,84,2026-10-29,692.0,168.977203,105329.32,0.010104
8250,7,89,2026-10-29,3112.0,358.20133,992696.88,0.095232
8251,7,90,2026-10-29,1101.0,483.879097,710453.28,0.068155
8252,7,98,2026-10-29,359.0,423.195109,129071.27,0.012382
8253,7,2,2026-11-03,705.0,732.293191,535066.8,0.0509
8254,7,8,2026-11-03,3116.0,651.103819,2221926.12,0.211369
8255,7,22,2026-11-03,5164.0,122.383825,569382.64,0.054165
8256,7,23,2026-11-03,333.0,1413.992012,372490.47,0.035434
8257,7,25,2026-11-03,348.0,2008.669253,760540.08,0.072349
8258,7,28,2026-11-03,491.0,1409.08683,807906.13,0.076855
8259,7,32,2026-11-03,1051.0,804.383231,885961.47,0.08428
8260,7,36,2026-11-03,759.0,599.004741,472052.46,0.044906
8261,7,38,2026-11-03,1893.0,154.731949,322491.48,0.030678
8262,7,41,2026-11-03,233.0,3050.175051,1012312.77,0.0963
8263,7,56,2026-11-03,225.0,2347.0156,460217.25,0.04378
8264,7,84,2026-11-03,692.0,168.977203,110138.72,0.010477
8265,7,89,2026-11-03,3112.0,358.20133,992696.88,0.094434
8266,7,90,2026-11-03,1101.0,483.879097,710453.28,0.067584
8267,7,98,2026-11-03,728.0,402.562987,278452.72,0.026489
8268,7,2,2026-11-09,705.0,732.293191,546184.65,0.053533
8269,7,8,2026-11-09,3116.0,651.103819,2267637.84,0.222258
8270,7,22,2026-11-09,5164.0,122.383825,569382.64,0.055807
8271,7,23,2026-11-09,333.0,1413.992012,372490.47,0.036509
8272,7,25,2026-11-09,186.0,2008.669253,405385.14,0.039733
8273,7,28,2026-11-09,491.0,1409.08683,807906.13,0.079185
8274,7,32,2026-11-09,1051.0,804.383231,885961.47,0.086836
8275,7,36,2026-11-09,759.0,599.004741,467764.11,0.045847
8276,7,38,2026-11-09,1893.0,154.731949,322491.48,0.031608
8277,7,41,2026-11-09,233.0,3050.175051,1019719.84,0.099946
8278,7,56,2026-11-09,225.0,2347.0156,494507.25,0.048468
8279,7,84,2026-11-09,692.0,168.977203,110138.72,0.010795
8280,7,89,2026-11-09,3112.0,358.20133,944274.16,0.092551
8281,7,90,2026-11-09,1101.0,483.879097,710453.28,0.069634
8282,7,98,2026-11-09,728.0,402.562987,278452.72,0.027292
8283,7,2,2026-11-16,705.0,732.293191,554144.1,0.053381
8284,7,8,2026-11-16,3116.0,651.103819,2267637.84,0.218443
8285,7,22,2026-11-16,5164.0,122.383825,569382.64,0.054849
8286,7,23,2026-11-16,333.0,1413.992012,372490.47,0.035882
8287,7,25,2026-11-16,186.0,2008.669253,405385.14,0.039051
8288,7,28,2026-11-16,491.0,1409.08683,921498.98,0.088769
8289,7,32,2026-11-16,1051.0,804.383231,940539.9,0.090603
8290,7,36,2026-11-16,759.0,599.004741,500477.01,0.048211
8291,7,38,2026-11-16,1893.0,154.731949,319065.15,0.030736
8292,7,41,2026-11-16,233.0,3050.175051,1019719.84,0.09823
8293,7,56,2026-11-16,225.0,2347.0156,494507.25,0.047636
8294,7,84,2026-11-16,692.0,168.977203,108927.72,0.010493
8295,7,89,2026-11-16,3112.0,358.20133,959211.76,0.092401
8296,7,90,2026-11-16,1101.0,483.879097,672655.95,0.064797
8297,7,98,2026-11-16,728.0,402.562987,275271.36,0.026517
8298,7,2,2026-11-17,705.0,732.293191,554144.1,0.052178
8299,7,8,2026-11-17,3116.0,651.103819,2267637.84,0.21352
8300,7,22,2026-11-17,5164.0,122.383825,569382.64,0.053613
8301,7,23,2026-11-17,333.0,1413.992012,372490.47,0.035074
8302,7,25,2026-11-17,278.0,2111.444752,644745.94,0.060709
8303,7,28,2026-11-17,491.0,1409.08683,921498.98,0.086768
8304,7,32,2026-11-17,1051.0,804.383231,940539.9,0.088561
8305,7,36,2026-11-17,759.0,599.004741,500477.01,0.047125
8306,7,38,2026-11-17,1893.0,154.731949,319065.15,0.030043
8307,7,41,2026-11-17,233.0,3050.175051,1019719.84,0.096016
8308,7,56,2026-11-17,225.0,2347.0156,494507.25,0.046563
8309,7,84,2026-11-17,692.0,168.977203,108927.72,0.010257
8310,7,89,2026-11-17,3112.0,358.20133,959211.76,0.090319
8311,7,90,2026-11-17,1101.0,483.879097,672655.95,0.063337
8312,7,98,2026-11-17,728.0,402.562987,275271.36,0.025919
8313,7,2,2026-11-26,705.0,732.293191,554144.1,0.046035
8314,7,8,2026-11-26,3116.0,651.103819,2612641.36,0.217042
8315,7,22,2026-11-26,7600.0,117.263794,808716.0,0.067183
8316,7,23,2026-11-26,333.0,1413.992012,366799.5,0.030471
8317,7,25,2026-11-26,278.0,2111.444752,644745.94,0.053562
8318,7,28,2026-11-26,491.0,1409.08683,921498.98,0.076553
8319,7,32,2026-11-26,1051.0,804.383231,940539.9,0.078134
8320,7,36,2026-11-26,759.0,599.004741,510510.99,0.04241
8321,7,38,2026-11-26,1893.0,154.731949,319065.15,0.026506
8322,7,41,2026-11-26,233.0,3050.175051,999886.88,0.083065
8323,7,56,2026-11-26,416.0,2229.86024,870209.6,0.072292
8324,7,84,2026-11-26,692.0,168.977203,114948.12,0.009549
8325,7,89,2026-11-26,3112.0,358.20133,998080.64,0.082914
8326,7,90,2026-11-26,1783.0,538.668943,1118154.96,0.09289
8327,7,98,2026-11-26,728.0,402.562987,257530.0,0.021394
8328,7,2,2026-12-01,705.0,732.293191,553361.55,0.045981
8329,7,8,2026-12-01,3116.0,651.103819,2612641.36,0.217094
8330,7,22,2026-12-01,7600.0,117.263794,791236.0,0.065747
8331,7,23,2026-12-01,333.0,1413.992012,366799.5,0.030479
8332,7,25,2026-12-01,278.0,2111.444752,652607.78,0.054227
8333,7,28,2026-12-01,491.0,1409.08683,921498.98,0.076571
8334,7,32,2026-12-01,1051.0,804.383231,940539.9,0.078153
8335,7,36,2026-12-01,759.0,599.004741,527717.52,0.04385
8336,7,38,2026-12-01,1893.0,154.731949,319065.15,0.026512
8337,7,41,2026-12-01,233.0,3050.175051,1013021.09,0.084176
8338,7,56,2026-12-01,416.0,2229.86024,870209.6,0.072309
8339,7,84,2026-12-01,432.0,168.977203,71344.8,0.005928
8340,7,89,2026-12-01,3112.0,358.20133,1018899.92,0.084664
8341,7,90,2026-12-01,1783.0,538.668943,1118154.96,0.092911
8342,7,98,2026-12-01,728.0,402.562987,257530.0,0.021399
8343,7,2,2026-12-09,705.0,732.293191,553361.55,0.04738
8344,7,8,2026-12-09,3116.0,651.103819,2612641.36,0.2237
8345,7,22,2026-12-09,7600.0,117.263794,771476.0,0.066055
8346,7,23,2026-12-09,333.0,1413.992012,366799.5,0.031406
8347,7,25,2026-12-09,278.0,2111.444752,647834.52,0.055469
8348,7,28,2026-12-09,491.0,1409.08683,881104.41,0.075442
8349,7,32,2026-12-09,1051.0,804.383231,936567.12,0.080191
8350,7,36,2026-12-09,759.0,599.004741,527717.52,0.045184
8351,7,38,2026-12-09,1893.0,154.731949,318610.83,0.02728
8352,7,41,2026-12-09,233.0,3050.175051,981118.73,0.084006
8353,7,56,2026-12-09,416.0,2229.86024,915541.12,0.078391
8354,7,84,2026-12-09,432.0,168.977203,71344.8,0.006109
8355,7,89,2026-12-09,2156.0,358.20133,725472.44,0.062117
8356,7,90,2026-12-09,1783.0,538.668943,1122077.56,0.096075
8357,7,98,2026-12-09,728.0,402.562987,247549.12,0.021196
8358,7,2,2026-12-16,705.0,732.293191,528721.8,0.044718
8359,7,8,2026-12-16,3116.0,651.103819,2635045.4,0.222866
8360,7,22,2026-12-16,7600.0,117.263794,776644.0,0.065687
8361,7,23,2026-12-16,333.0,1413.992012,366799.5,0.031023
8362,7,25,2026-12-16,278.0,2111.444752,677288.62,0.057283
8363,7,28,2026-12-16,491.0,1409.08683,936400.83,0.079199
8364,7,32,2026-12-16,1051.0,804.383231,936567.12,0.079213
8365,7,36,2026-12-16,759.0,599.004741,527717.52,0.044633
8366,7,38,2026-12-16,1893.0,154.731949,318610.83,0.026947
8367,7,41,2026-12-16,233.0,3050.175051,1000488.02,0.084619
8368,7,56,2026-12-16,416.0,2229.86024,915541.12,0.077434
8369,7,84,2026-12-16,432.0,168.977203,71344.8,0.006034
8370,7,89,2026-12-16,2156.0,358.20133,762663.44,0.064504
8371,7,90,2026-12-16,1783.0,538.668943,1122077.56,0.094903
8372,7,98,2026-12-16,728.0,402.562987,247549.12,0.020937
8373,7,2,2026-12-28,705.0,732.293191,496531.5,0.04168
8374,7,8,2026-12-28,3116.0,651.103819,2664959.0,0.223702
8375,7,22,2026-12-28,7600.0,117.263794,816392.0,0.068529
8376,7,23,2026-12-28,333.0,1413.992012,449686.53,0.037748
8377,7,25,2026-12-28,278.0,2111.444752,667294.52,0.056014
8378,7,28,2026-12-28,491.0,1409.08683,956546.56,0.080294
8379,7,32,2026-12-28,1051.0,804.383231,881368.6,0.073984
8380,7,36,2026-12-28,759.0,599.004741,515368.59,0.043261
8381,7,38,2026-12-28,1893.0,154.731949,318989.43,0.026777
8382,7,41,2026-12-28,233.0,3050.175051,910070.04,0.076393
8383,7,56,2026-12-28,416.0,2229.86024,871004.16,0.073114
8384,7,84,2026-12-28,432.0,168.977203,71344.8,0.005989
8385,7,89,2026-12-28,2156.0,358.20133,916968.36,0.076972
8386,7,90,2026-12-28,1783.0,538.668943,1122077.56,0.094189
8387,7,98,2026-12-28,728.0,402.562987,254406.88,0.021355
8388,8,26,2025-03-04,185.0,2764.73,511475.05,0.577897
8389,8,51,2025-03-04,320.0,1167.46,373587.2,0.422103
8390,8,26,2025-03-05,185.0,2764.73,511475.05,0.979267
8391,8,51,2025-03-05,9.0,1167.46,10829.16,0.020733
8392,8,26,2025-03-06,185.0,2764.73,511475.05,0.738551
8393,8,51,2025-03-06,9.0,1167.46,10829.16,0.015637
8394,8,52,2025-03-06,168.0,1013.3,170234.4,0.245812
8395,8,26,2025-03-18,185.0,2764.73,511475.05,0.435839
8396,8,51,2025-03-18,9.0,1167.46,10829.16,0.009228
8397,8,52,2025-03-18,168.0,1013.3,170234.4,0.14506
8398,8,60,2025-03-18,1834.0,262.27,481003.18,0.409873
8399,8,26,2025-03-24,185.0,2764.73,511475.05,0.323844
8400,8,46,2025-03-24,849.0,478.03,405847.47,0.256965
8401,8,51,2025-03-24,9.0,1167.46,10829.16,0.006857
8402,8,52,2025-03-24,168.0,1013.3,170234.4,0.107785
8403,8,60,2025-03-24,1834.0,262.27,481003.18,0.30455
8404,8,26,2025-03-25,185.0,2764.73,511475.05,0.323844
8405,8,46,2025-03-25,849.0,478.03,405847.47,0.256965
8406,8,51,2025-03-25,9.0,1167.46,10829.16,0.006857
8407,8,52,2025-03-25,168.0,1013.3,170234.4,0.107785
8408,8,60,2025-03-25,1834.0,262.27,481003.18,0.30455
8409,8,26,2025-04-02,185.0,2764.73,511475.05,0.323844
8410,8,46,2025-04-02,849.0,478.03,405847.47,0.256965
8411,8,51,2025-04-02,9.0,1167.46,10829.16,0.006857
8412,8,52,2025-04-02,168.0,1013.3,170234.4,0.107785
8413,8,60,2025-04-02,1834.0,262.27,481003.18,0.30455
8414,8,26,2025-04-08,185.0,2764.73,511475.05,0.3647
8415,8,46,2025-04-08,469.0,478.03,228914.21,0.163224
8416,8,51,2025-04-08,9.0,1167.46,10829.16,0.007722
8417,8,52,2025-04-08,168.0,1013.3,170234.4,0.121383
8418,8,60,2025-04-08,1834.0,262.27,481003.18,0.342972
8419,8,26,2025-04-11,37.0,2764.73,126460.08,0.130562
8420,8,46,2025-04-11,469.0,478.03,228914.21,0.23634
8421,8,51,2025-04-11,9.0,1167.46,10829.16,0.01118
8422,8,52,2025-04-11,168.0,1013.3,170234.4,0.175757
8423,8,56,2025-04-11,86.0,1615.48,138931.28,0.143438
